name,oracle_text,oracleid,tag,type_line
Sylvok Replica,"{G}, Sacrifice Sylvok Replica: Destroy target artifact or enchantment.",97818ed4-3590-4a3b-92ce-716f9cfdc78e,removal,Artifact Creature — Shaman
Symbol of Unsummoning,"Return target creature to its owner's hand.
Draw a card.",c44f1a81-269b-4f05-8ff2-e7ce19a93937,removal,Sorcery
Synod Sanctum,"{2}, {T}: Exile target permanent you control.
{2}, Sacrifice Synod Sanctum: Return all cards exiled with Synod Sanctum to the battlefield under your control.",643ddf81-bbd3-4398-b5a7-1169c6e2b081,removal,Artifact
"Tahngarth, Talruum Hero","Vigilance
{1}{R}, {T}: Tahngarth, Talruum Hero deals damage equal to its power to target creature. That creature deals damage equal to its power to Tahngarth.",c5b4131e-13aa-4a22-b8f5-e5f9d366cb4f,removal,Legendary Creature — Minotaur Warrior
Tail Slash,Target creature you control deals damage equal to its power to target creature you don't control.,69c51904-f758-4853-a86c-317c04462ea2,removal,Instant
Takklemaggot,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, put a -0/-1 counter on that creature.
When enchanted creature dies, that creature's controller chooses a creature that Takklemaggot could enchant. If the player does, return Takklemaggot to the battlefield under your control attached to that creature. If they don't, return Takklemaggot to the battlefield under your control as a non-Aura enchantment. It loses ""enchant creature"" and gains ""At the beginning of that player's upkeep, Takklemaggot deals 1 damage to that player.""",31d01633-86f8-4a3f-9c28-f6968e056ba3,removal,Enchantment — Aura
Tar Snare,Target creature gets -3/-2 until end of turn.,3621bd8c-c883-462f-ad56-c01deecb2720,removal,Instant
Tattoo Ward,"Enchant creature
Enchanted creature gets +1/+1 and has protection from enchantments. This effect doesn't remove Tattoo Ward.
Sacrifice Tattoo Ward: Destroy target enchantment.",ddb44519-1345-4990-a8a5-30e91d274a35,removal,Enchantment — Aura
Tawnos's Coffin,"You may choose not to untap Tawnos's Coffin during your untap step.
{3}, {T}: Exile target creature and all Auras attached to it. Note the number and kind of counters that were on that creature. When Tawnos's Coffin leaves the battlefield or becomes untapped, return that exiled card to the battlefield under its owner's control tapped with the noted number and kind of counters on it. If you do, return the other exiled cards to the battlefield under their owner's control attached to that permanent.",05f20087-416f-4928-a0ab-6d0d2ca2ad05,removal,Artifact
Tectonic Edge,"{T}: Add {C}.
{1}, {T}, Sacrifice Tectonic Edge: Destroy target nonbasic land. Activate this ability only if an opponent controls four or more lands.",4927150d-7ff6-4232-b20e-d2ea245ac710,removal,Land
Tectonic Rift,Destroy target land. Creatures without flying can't block this turn.,b94fcdd2-7e50-439c-b5eb-aaa9ec7dee08,removal,Sorcery
Teferi's Care,"{W}, Sacrifice an enchantment: Destroy target enchantment.
{3}{U}{U}: Counter target enchantment spell.",6c5c7b26-9cd6-4f29-bbb2-a0745153ee5d,removal,Enchantment
Teferi's Curse,"Enchant artifact or creature
Enchanted permanent has phasing. (It phases in or out before its controller untaps during each of their untap steps. While it's phased out, it's treated as though it doesn't exist.)",6e422d5e-d9f5-492d-b82a-31f7274d4153,removal,Enchantment — Aura
Teferi's Realm,"At the beginning of each player's upkeep, that player chooses artifact, creature, land, or non-Aura enchantment. All nontoken permanents of that type phase out. (While they're phased out, they're treated as though they don't exist. Each one phases in before its controller untaps during their next untap step.)",9851d934-2e07-49c8-b08b-15f96d0f3f0c,removal,World Enchantment
"Teferi, Time Raveler","Each opponent can cast spells only any time they could cast a sorcery.
+1: Until your next turn, you may cast sorcery spells as though they had flash.
−3: Return up to one target artifact, creature, or enchantment to its owner's hand. Draw a card.",ae7604bb-4818-45a3-960c-cf3d83f15964,removal,Legendary Planeswalker — Teferi
Telim'Tor's Edict,"Exile target permanent you own or control.
Draw a card at the beginning of the next turn's upkeep.",0e768d03-b2a3-4783-9cf5-7470f0203349,removal,Instant
Tel-Jilad Justice,"Destroy target artifact. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",6c853b95-3d98-44fd-b05a-02d05d5eb0b8,removal,Instant
Temporal Adept,"{U}{U}{U}, {T}: Return target permanent to its owner's hand.",fd9b5462-6578-4bf6-8026-23eaf5af3eee,removal,Creature — Human Wizard
Temporal Fissure,"Return target permanent to its owner's hand.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",8a9525f4-74a6-44f0-a1b1-d57937d7783b,removal,Sorcery
Temporal Isolation,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature has shadow. (It can block or be blocked by only creatures with shadow.)
Prevent all damage that would be dealt by enchanted creature.",cb5ab978-d9b1-4f2f-bf3a-5e28e96b9e2e,removal,Enchantment — Aura
Temporal Machinations,"Return target creature to its owner's hand. If you control an artifact, draw a card.",f0adab66-c3fe-4989-b7c8-ab7bdc7f0fd1,removal,Sorcery
Temur Charm,"Choose one —
• Target creature you control gets +1/+1 until end of turn. It fights target creature you don't control.
• Counter target spell unless its controller pays {3}.
• Creatures with power 3 or less can't block this turn.",418bc6c8-972b-4f07-aac0-8d003b9c1b17,removal,Instant
Terashi's Grasp,Destroy target artifact or enchantment. You gain life equal to its converted mana cost.,d4738552-3a5e-43c5-a975-8b77618bacaf,removal,Sorcery — Arcane
Terashi's Verdict,Destroy target attacking creature with power 3 or less.,28ea1f58-3310-4cf1-a834-40f2cc3b6898,removal,Instant — Arcane
Terastodon,"When Terastodon enters the battlefield, you may destroy up to three target noncreature permanents. For each permanent put into a graveyard this way, its controller creates a 3/3 green Elephant creature token.",17975a20-2c13-4325-be1e-0bcda5063a2d,removal,Creature — Elephant
Terminate,Destroy target creature. It can't be regenerated.,6257c2fd-005f-41e3-8a72-af76df1eb134,removal,Instant
Terror,"Destroy target nonartifact, nonblack creature. It can't be regenerated.",b81f041d-98db-4408-9472-c483e4a502bc,removal,Instant
Tetsuo Umezawa,"Tetsuo Umezawa can't be the target of Aura spells.
{U}{B}{B}{R}, {T}: Destroy target tapped or blocking creature.",ff132d04-c3a9-4949-83ba-d80bcbcd7b9b,removal,Legendary Creature — Human Archer
"Teysa, Envoy of Ghosts","Vigilance, protection from creatures
Whenever a creature deals combat damage to you, destroy that creature. Create a 1/1 white and black Spirit creature token with flying.",98b283dc-96a6-45a3-8a3f-11458497f358,removal,Legendary Creature — Human Advisor
"Teysa, Orzhov Scion","Sacrifice three white creatures: Exile target creature.
Whenever another black creature you control dies, create a 1/1 white Spirit creature token with flying.",8191342b-b25e-4c4d-8f69-aee662148ff4,removal,Legendary Creature — Human Advisor
Tezzeret's Betrayal,"Destroy target creature. You may search your library and/or graveyard for a card named Tezzeret, Master of Metal, reveal it, and put it into your hand. If you search your library this way, shuffle it.",a660e7a0-0750-475d-a4bd-de5b37d53e97,removal,Sorcery
The Abyss,"At the beginning of each player's upkeep, destroy target nonartifact creature that player controls of their choice. It can't be regenerated.",a02a7816-c967-4503-bb08-f8db44915250,removal,World Enchantment
The Elderspell,Destroy any number of target planeswalkers. Choose a planeswalker you control. Put two loyalty counters on it for each planeswalker destroyed this way.,eff0a1ad-ecc6-416f-a4ae-96b26cd8a905,removal,Sorcery
The Eldest Reborn,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Each opponent sacrifices a creature or planeswalker.
II — Each opponent discards a card.
III — Put target creature or planeswalker card from a graveyard onto the battlefield under your control.",44ed4c0c-a012-4895-a547-b04150553bba,removal,Enchantment — Saga
Thermokarst,"Destroy target land. If that land was a snow land, you gain 1 life.",f3b071a1-7501-4424-979a-780fa90eecb8,removal,Sorcery
The Scarab God,"At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.
{2}{U}{B}: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.
When The Scarab God dies, return it to its owner's hand at the beginning of the next end step.",c75e55f2-fd6c-4816-9d96-21eeb8369aff,removal,Legendary Creature — God
Thicket Basilisk,"Whenever Thicket Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.",c4822813-cd81-465d-9fe8-3a4c2dcd31ef,removal,Creature — Basilisk
Thopter Arrest,"When Thopter Arrest enters the battlefield, exile target artifact or creature an opponent controls until Thopter Arrest leaves the battlefield.",9b9cc771-3988-41af-a49e-f3bb7a8e397c,removal,Enchantment
Thornscape Battlemage,"Kicker {R} and/or {W} (You may pay an additional {R} and/or {W} as you cast this spell.)
When Thornscape Battlemage enters the battlefield, if it was kicked with its {R} kicker, it deals 2 damage to any target.
When Thornscape Battlemage enters the battlefield, if it was kicked with its {W} kicker, destroy target artifact.",8d4d6806-cb01-49e3-91cc-fb0e7f7a8684,removal,Creature — Elf Wizard
Thorntooth Witch,"Whenever you cast a Treefolk spell, you may have target creature get +3/-3 until end of turn.",942eefa3-6775-428b-84aa-48c3bd78d3b8,removal,Creature — Treefolk Shaman
Thraben Heretic,{T}: Exile target creature card from a graveyard.,67247945-17b7-4cb8-ba65-d0dfec367b77,removal,Creature — Human Wizard
Thrashing Brontodon,"{1}, Sacrifice Thrashing Brontodon: Destroy target artifact or enchantment.",60bc63dc-ac9f-4a2f-aef5-c90d0aa31553,removal,Creature — Dinosaur
Throat Slitter,"Ninjutsu {2}{B} ({2}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)
Whenever Throat Slitter deals combat damage to a player, destroy target nonblack creature that player controls.",56f782b7-d46c-4aa1-ae16-66d6401c72ae,removal,Creature — Rat Ninja
Throttle,Target creature gets -4/-4 until end of turn.,01823ab7-b9f6-48bc-b45c-9b0fabc6f657,removal,Instant
Thunderbolt,"Choose one —
• Thunderbolt deals 3 damage to target player or planeswalker.
• Thunderbolt deals 4 damage to target creature with flying.",6ffae2fa-511a-45bf-93c4-5d53c85324f5,removal,Instant
Thunderscape Battlemage,"Kicker {1}{B} and/or {G} (You may pay an additional {1}{B} and/or {G} as you cast this spell.)
When Thunderscape Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, target player discards two cards.
When Thunderscape Battlemage enters the battlefield, if it was kicked with its {G} kicker, destroy target enchantment.",9aa66e7d-d5e3-4c48-9c68-b61ff2af0b1a,removal,Creature — Human Wizard
Tidebinder Mage,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesn't untap during its controller's untap step for as long as you control Tidebinder Mage.",f881378b-b539-4ea8-981d-e01ee82af105,removal,Creature — Merfolk Wizard
Tidehollow Sculler,"When Tidehollow Sculler enters the battlefield, target opponent reveals their hand and you choose a nonland card from it. Exile that card.
When Tidehollow Sculler leaves the battlefield, return the exiled card to its owner's hand.",51b55057-8b14-4277-894b-4813b4f7eb39,removal,Artifact Creature — Zombie
Tidespout Tyrant,"Flying
Whenever you cast a spell, return target permanent to its owner's hand.",331b44e4-cf08-44f4-8afd-a7374e5dc5ed,removal,Creature — Djinn
Tidy Conclusion,Destroy target creature. You gain 1 life for each artifact you control.,d73adc2e-c458-40a9-b10b-7d2133778717,removal,Instant
Time Ebb,Put target creature on top of its owner's library.,30cc8f7b-3c28-40f5-8f8f-157e8212280b,removal,Sorcery
Time Elemental,"When Time Elemental attacks or blocks, at end of combat, sacrifice it and it deals 5 damage to you.
{2}{U}{U}, {T}: Return target permanent that isn't enchanted to its owner's hand.",d89075a3-4413-4796-a055-eef51fddb7f3,removal,Creature — Elemental
Time to Feed,"Choose target creature an opponent controls. When that creature dies this turn, you gain 3 life. Target creature you control fights that creature. (Each deals damage equal to its power to the other.)",59642d6f-8a25-4f79-9e81-643eac775658,removal,Sorcery
Time to Reflect,Exile target creature that blocked or was blocked by a Zombie this turn.,7ce28a3c-5f93-4434-918e-1e74f9fc71d8,removal,Instant
Tin Street Hooligan,"When Tin Street Hooligan enters the battlefield, if {G} was spent to cast it, destroy target artifact.",a33073bf-66c1-425b-9f25-748b343f33fe,removal,Creature — Goblin Rogue
Titan's Presence,"As an additional cost to cast this spell, reveal a colorless creature card from your hand.
Exile target creature if its power is less than or equal to the revealed card's power.",b011d6b2-8930-4192-aa94-82869faa991b,removal,Instant
Tolarian Emissary,"Kicker {1}{W} (You may pay an additional {1}{W} as you cast this spell.)
Flying
When Tolarian Emissary enters the battlefield, if it was kicked, destroy target enchantment.",8042ade2-f589-4c3e-a461-a4c284a67ee4,removal,Creature — Human Wizard
Tomb Hex,"Target creature gets -2/-2 until end of turn.
Landfall — If you had a land enter the battlefield under your control this turn, that creature gets -4/-4 until end of turn instead.",4b3bc59c-5439-4ec8-b25e-7493fa1cd3fd,removal,Instant
Topple,"Exile target creature with the greatest power among creatures on the battlefield. (If two or more creatures are tied for greatest power, target any one of them.)",75eb30cc-688d-400a-abe3-5319b79fcbae,removal,Sorcery
Topple the Statue,"Tap target permanent. If it's an artifact, destroy it.
Draw a card.",3883f5de-92bf-4692-80e5-f03365bf7112,removal,Instant
